,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10
587.8987322574598,,,"[47.5, 10.5]",,,,,,,
593.068753423277,"[22.75, 13.5]",,,,,,,,,
594.568753423277,"[22.75, 15.0]",,,,,,,,,
596.8987322574598,,,"[47.5, 19.5]",,,,,,,
597.7856836583506,,,,"(0, 0)",,,,,,
597.9317402078044,,,,,,,,"(0, 0)",,
600.5111829424957,,,,,,,,,,"[31.25, 6.0]"
600.568753423277,"[22.75, 21.0]",,,,,,,,,
601.0911611258596,,,,,,,,,"(0, 0)",
601.2115922636214,,,,,,"[24, 21.0]",,,,
603.818753423277,"[19.5, 21.0]",,,,,,,,,
604.3987322574598,,,"[52.0, 13.5]",,,,,,,
607.068753423277,"[20.75, 18.0]",,,,,,,,,
611.0022685765589,,"(0, 0)",,,,,,,,
613.2115922636214,,,,,,"[24, 9.0]",,,,
614.5904398367996,,,,,,,"[47.5, 6.0]",,,
615.9728290385619,,,,,,,,,,"[45.5, 12.0]"
616.068753423277,"[20.75, 9.0]",,,,,,,,,
617.4728290385619,,,,,,,,,,"[45.5, 13.5]"
617.7403963215861,,,"[39.0, 16.5]",,,,,,,
622.2666952486921,,,,,"(0, 0)",,,,,
626.4728290385619,,,,,,,,,,"[45.5, 22.5]"
627.7744892541123,,,,,,,,,"[26, 6.0]",
629.5504440068878,,,,"[28.0, 15.0]",,,,,,
633.4008560849519,,,"[24, 21.0]",,,,,,,
633.9728290385619,,,,,,,,,,"[41.0, 16.5]"
634.9008560849519,,,"[24, 19.5]",,,,,,,
635.4728290385619,,,,,,,,,,"[41.0, 15.0]"
636.4008560849519,,,"[24, 18.0]",,,,,,,
638.2522685765589,,"[22.75, 15.0]",,,,,,,,
638.6865008796441,"(0, 0)",,,,,,,,,
638.843603499574,,,,,,"(0, 0)",,,,
639.6508560849519,,,"[22.75, 15.0]",,,,,,,
639.753534765188,,,,,,,,"[37.75, 18.0]",,
641.714091113563,,,,,,,,,"[37.75, 13.5]",
642.1508560849519,,,"[20.75, 13.5]",,,,,,,
644.253534765188,,,,,,,,"[37.75, 13.5]",,
644.3810939126245,,"[24, 21.0]",,,,,,,,
644.6277457503622,,,,,,,,,,"[35.75, 22.5]"
645.7946042080536,,,,,"[22.75, 6.0]",,,,,
646.253534765188,,,,,,,,"[35.75, 13.5]",,
646.6508560849519,,,"[20.75, 9.0]",,,,,,,
649.0446042080536,,,,,"[24, 9.0]",,,,,
650.7056492329613,,"[26, 15.0]",,,,,,,,
653.753534765188,,,,,,,,"[35.75, 21.0]",,
654.3112005084253,,"[28.0, 18.0]",,,,,,,,
655.545667307186,,,,,,,,,"[24, 15.0]",
659.4759272305661,,,,,"[31.25, 16.5]",,,,,
660.9468296707298,,,,,,,,,,"[19.5, 21.0]"
661.315204355425,,,,"(0, 0)",,,,,,
662.0639198344853,,,,,,,,"[28.0, 18.0]",,
662.4678875549059,,,,,,,"(0, 0)",,,
663.5986534894246,,,,,,"[20.75, 13.5]",,,,
665.0986534894246,,,,,,"[20.75, 12.0]",,,,
667.3974528367277,,"[41.0, 19.5]",,,,,,,,
668.0847171238814,,,,,,,,"[24, 13.5]",,
669.1207210328657,,,,,,,,,,"[22.75, 13.5]"
669.268603541319,,,"(0, 0)",,,,,,,
671.0847171238814,,,,,,,,"[24, 10.5]",,
673.7259272305661,,,,,"[45.5, 16.5]",,,,,
675.7551025469488,,,,,,,,"[22.75, 6.0]",,
677.8695648231388,"[37.75, 10.5]",,,,,,,,,
679.9274169228694,,"[52.0, 13.5]",,,,,,,,
681.7551025469488,,,,,,,,"[22.75, 12.0]",,
683.8476107033558,,,,,,,,,"(0, 0)",
684.2117106391356,,,,"[19.5, 12.0]",,,,,,
684.7551025469488,,,,,,,,"[22.75, 15.0]",,
686.4379209299349,,,,,,,"[20.75, 12.0]",,,
687.6195648231388,"[47.5, 10.5]",,,,,,,,,
687.9379209299349,,,,,,,"[20.75, 13.5]",,,
689.0686868644535,,,,,,"(0, 0)",,,,
690.7551025469488,,,,,,,,"[22.75, 21.0]",,
692.2283315230119,,"[42.25, 6.0]",,,,,,,,
693.2117106391356,,,,"[19.5, 21.0]",,,,,,
694.0051025469488,,,,,,,,"[19.5, 21.0]",,
695.574690489263,,,,,,,,,,"(0, 0)"
697.4617106391356,,,,"[15.25, 21.0]",,,,,,
699.7316959647746,,,"[28.0, 12.0]",,,,,,,
700.5201504620965,,,,,,,"[32.5, 18.0]",,,
