,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10
661,"[28.0, 18.0]","[19.5, 21.0]","[24, 21.0]","[32.5, 6.0]","[24, 21.0]",,"[20.75, 16.5]",,,
662,"[34.5, 15.0]","[19.5, 19.5]","[26, 22.5]","(0, 0)","[26, 22.5]",,"[26, 15.0]",,,
663,"[34.5, 12.0]","[32.5, 19.5]","[32.5, 18.0]","[22.75, 15.0]","[37.75, 21.0]",,"[28.0, 18.0]",,,
664,"[47.5, 18.0]","[34.5, 16.5]","[39.0, 9.0]","(0, 0)","[42.25, 16.5]",,"[41.0, 15.0]",,,
665,"(0, 0)","[37.75, 21.0]","[31.25, 6.0]","(0, 0)","[45.5, 13.5]",,"[41.0, 10.5]",,,
666,"(0, 0)","[41.0, 15.0]","[20.75, 6.0]","[39.0, 9.0]","[39.0, 10.5]",,"[44.25, 10.5]",,,
667,"[24, 9.0]","[45.5, 10.5]","(0, 0)","[41.0, 10.5]","[26, 6.0]",,"(0, 0)",,,
668,"[24, 10.5]","[47.5, 10.5]","[15.25, 21.0]","[45.5, 13.5]","(0, 0)",,"(0, 0)",,,
669,"[24, 13.5]","[24, 6.0]","[22.75, 21.0]","[47.5, 21.0]","[24, 9.0]",,,,,
670,"[19.5, 21.0]","[22.75, 12.0]","(0, 0)","[48.75, 13.5]","[24, 10.5]",,,,,
671,"[22.75, 13.5]","(0, 0)","(0, 0)","[26, 16.5]","[24, 21.0]",,,,,
672,"[26, 22.5]","(0, 0)","[37.75, 21.0]","[24, 13.5]","(0, 0)",,,,,
673,"[26, 10.5]","(0, 0)","[35.75, 19.5]","(0, 0)",,,,,,
674,"[34.5, 9.0]","(0, 0)","[34.5, 18.0]","[39.0, 9.0]",,,,,,
675,"[34.5, 12.0]","[20.75, 12.0]","[29.25, 13.5]","(0, 0)",,,,,,
676,"[34.5, 15.0]","[19.5, 21.0]","[26, 22.5]","(0, 0)",,,,,,
677,"[34.5, 16.5]","[32.5, 22.5]","[22.75, 19.5]","[41.0, 13.5]",,,,,,
678,"[44.25, 22.5]","[35.75, 19.5]","[24, 13.5]","[41.0, 15.0]",,,,,,
679,"[44.25, 16.5]","[37.75, 13.5]","[24, 9.0]","[32.5, 18.0]",,,,,,
680,"[41.0, 12.0]","[41.0, 13.5]","[20.75, 9.0]","[31.25, 16.5]",,,,,,
681,"[37.75, 9.0]","[44.25, 9.0]","(0, 0)","[22.75, 21.0]",,,,,,
682,"(0, 0)","(0, 0)","[52.0, 9.0]","[15.25, 21.0]",,,,,,
683,"[24, 9.0]","(0, 0)","[47.5, 10.5]","[20.75, 12.0]",,,,,,
684,"(0, 0)","(0, 0)","[41.0, 16.5]","(0, 0)",,,,,,
685,"(0, 0)","(0, 0)","[37.75, 21.0]","[24, 6.0]",,,,,,
686,"(0, 0)","[22.75, 12.0]","(0, 0)","[26, 6.0]",,,,,,
687,"[20.75, 10.5]","(0, 0)",,"[26, 13.5]",,,,,,
688,"(0, 0)","(0, 0)",,"[52.0, 6.0]",,,,,,
689,"(0, 0)","(0, 0)",,"[41.0, 13.5]",,,,,,
690,"(0, 0)","[31.25, 16.5]",,"(0, 0)",,,,,,
691,"(0, 0)","[26, 22.5]",,,,,,,,
692,"[20.75, 10.5]","[26, 10.5]",,,,,,,,
693,"(0, 0)","(0, 0)",,,,,,,,
694,"(0, 0)","[15.25, 6.0]",,,,,,,,
695,"(0, 0)","[19.5, 21.0]",,,,,,,,
696,"[19.5, 21.0]","[24, 18.0]",,,,,,,,
697,"[24, 13.5]","[44.25, 19.5]",,,,,,,,
698,"(0, 0)","[31.25, 16.5]",,,,,,,,
699,"[19.5, 21.0]","(0, 0)",,,,,,,,
700,"(0, 0)","(0, 0)",,,,,,,,
701,"(0, 0)","[41.0, 15.0]",,,,,,,,
702,"[28.0, 16.5]","[41.0, 19.5]",,,,,,,,
703,"[24, 21.0]","[35.75, 19.5]",,,,,,,,
704,"[24, 9.0]","[34.5, 16.5]",,,,,,,,
705,"(0, 0)","[31.25, 16.5]",,,,,,,,
706,"[22.75, 15.0]","[28.0, 16.5]",,,,,,,,
707,"[45.5, 15.0]","[26, 19.5]",,,,,,,,
708,"[28.0, 16.5]","[24, 19.5]",,,,,,,,
709,"(0, 0)","[20.75, 9.0]",,,,,,,,
710,"(0, 0)","(0, 0)",,,,,,,,
711,"[24, 10.5]","[41.0, 15.0]",,,,,,,,
712,"[24, 16.5]","(0, 0)",,,,,,,,
713,"[19.5, 16.5]","(0, 0)",,,,,,,,
714,"[20.75, 22.5]","[20.75, 18.0]",,,,,,,,
715,"[20.75, 9.0]","[20.75, 9.0]",,,,,,,,
716,"(0, 0)","(0, 0)",,,,,,,,
717,"[22.75, 13.5]","[28.0, 6.0]",,,,,,,,
718,"[28.0, 18.0]","[28.0, 15.0]",,,,,,,,
719,"[35.75, 21.0]","[28.0, 21.0]",,,,,,,,
720,"[44.25, 21.0]","[32.5, 21.0]",,,,,,,,
721,"[47.5, 21.0]","[45.5, 15.0]",,,,,,,,
722,"[45.5, 12.0]","[41.0, 16.5]",,,,,,,,
723,"[32.5, 9.0]","[41.0, 10.5]",,,,,,,,
724,"[24, 10.5]","[42.25, 9.0]",,,,,,,,
725,"(0, 0)","[34.5, 9.0]",,,,,,,,
726,,"[22.75, 18.0]",,,,,,,,
727,,"[20.75, 18.0]",,,,,,,,
728,,"(0, 0)",,,,,,,,
