,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10
306.8532634677629,"[44.25, 19.5]",,,,,,,,,
308.59849655587055,,,,,,"[47.5, 21.0]",,,,
309.9013223855198,,,,,"[39.0, 12.0]",,,,,
312.8606975062037,,,,,,,,,"[45.5, 10.5]",
314.14939738366417,,,,,,"[44.25, 16.5]",,,,
314.85510119991824,,,,,,,,,,"[19.5, 21.0]"
315.25609510788416,,,"[20.75, 9.0]",,,,,,,
315.4522232133134,,,,,"[35.75, 16.5]",,,,,
317.586327601948,,"[22.75, 10.5]",,,,,,,,
319.05761722252055,,,,,,,,"(0, 0)",,
319.15761722252057,,,,,,,,,,
319.2576172225206,,,,,,,,,,
319.9522232133134,,,,,"[31.25, 16.5]",,,,,
320.14939738366417,,,,,,"[44.25, 10.5]",,,,
320.78970659381076,,,,"[41.0, 22.5]",,,,,,
323.6015290421862,,,,,,,,,,"[24, 13.5]"
325.9522232133134,,,,,"[31.25, 10.5]",,,,,
326.6015290421862,,,,,,,,,,"[24, 10.5]"
327.3210236198978,,,"[19.5, 21.0]",,,,,,,
328.05509153408514,,,,,,"[50.75, 6.0]",,,,
328.1015290421862,,,,,,,,,,"[24, 9.0]"
329.1747777533126,"[22.75, 13.5]",,,,,,,,,
330.6015290421862,,,,,,,,,,"[26, 10.5]"
332.8668815562831,,,,,"[26, 6.0]",,,,,
336.06745146216576,,,"[24, 13.5]",,,,,,,
336.1168815562831,,,,,"[22.75, 6.0]",,,,,
337.3486691154485,"[19.5, 21.0]",,,,,,,,,
337.44240907719166,,,,"[50.75, 9.0]",,,,,,
338.8486691154485,"[19.5, 19.5]",,,,,,,,,
340.0986691154485,"[20.75, 19.5]",,,,,,,,,
341.5986691154485,"[20.75, 18.0]",,,,,,,,,
342.6015290421862,,,,,,,,,,"[26, 22.5]"
343.53198045964115,,,,,,,"(0, 0)",,,
343.63198045964117,,,,,,,,,,
343.7319804596412,,,,,,,,,,
344.4715000953504,,"[47.5, 21.0]",,,,,,,,
344.97847451771975,,,,,,,,"[22.75, 12.0]",,
345.28699591945866,,,"[26, 22.5]",,,,,,,
346.30509153408514,,,,,,"[32.5, 6.0]",,,,
347.5986691154485,"[20.75, 12.0]",,,,,,,,,
350.5986691154485,"[20.75, 9.0]",,,,,,,,,
353.69240907719166,,,,"[34.5, 9.0]",,,,,,
354.54730412222204,,,,,,,,"[19.5, 21.0]",,
357.81316415947674,,"[34.5, 18.0]",,,,,,,,
358.79625200556495,,,"[34.5, 12.0]",,,,,,,
359.55652173064584,,,,,,,,,"(0, 0)",
359.6447905156445,,,,,"(0, 0)",,,,,
359.65652173064586,,,,,,,,,,
359.7447905156445,,,,,,,,,,
359.7565217306459,,,,,,,,,,
359.84479051564455,,,,,,,,,,
360.91126515290097,,,,,,,,"[24, 16.5]",,
360.91136246578674,,,,,,,,,,"[41.0, 12.0]"
363.1371988299662,,,,,,,"[15.25, 12.0]",,,
363.81316415947674,,"[34.5, 12.0]",,,,,,,,
366.46226329358035,,,,,,,,,,"[44.25, 16.5]"
366.93206244229714,,,,,,,,"[28.0, 21.0]",,
370.63683619145485,,"[31.25, 6.0]",,,,,,,,
371.43206244229714,,,,,,,,"[32.5, 21.0]",,
372.3871988299662,,,,,,,"[24, 9.0]",,,
372.46226329358035,,,,,,,,,,"[44.25, 22.5]"
372.93206244229714,,,,,,,,"[32.5, 22.5]",,
373.2164165718156,"(0, 0)",,,,,,,,,
373.31641657181564,,,,,,,,,,
373.41641657181566,,,,,,,,,,
376.8871988299662,,,,,,,"[24, 13.5]",,,
379.3542972734066,,,,,,"(0, 0)",,,,
379.4542972734066,,,,,,,,,,
379.55429727340663,,,,,,,,,,
379.8871988299662,,,,,,,"[24, 16.5]",,,
382.8871988299662,,,,,,,"[24, 19.5]",,,
383.9105164354357,,,,,,,,,,"[34.5, 16.5]"
383.92353641078745,,,,,,,,"[35.75, 12.0]",,
384.81270859137953,,,,,,,,,"[22.75, 10.5]",
385.4105164354357,,,,,,,,,,"[34.5, 15.0]"
388.4105164354357,,,,,,,,,,"[34.5, 12.0]"
388.50225027745876,,,,,"[19.5, 21.0]",,,,,
389.3470020492058,,,,"(0, 0)",,,,,,
389.4470020492058,,,,,,,,,,
389.54700204920584,,,,,,,,,,
391.4105164354357,,,,,,,,,,"[34.5, 9.0]"
392.4161617542523,,,,,,,,,"[24, 18.0]",
393.78824623926187,,,,,,,,"[45.5, 10.5]",,
393.9161617542523,,,,,,,,,"[24, 19.5]",
394.6605164354357,,,,,,,,,,"[37.75, 9.0]"
395.3236389912227,,,"(0, 0)",,,,,,,
395.42363899122273,,,,,,,,,,
395.52363899122275,,,,,,,,,,
395.78824623926187,,,,,,,,"[47.5, 10.5]",,
398.5476585933321,,,,,,,"[39.0, 15.0]",,,
398.8405906551504,,,,,,,,,"[26, 15.0]",
401.0310288683212,,,,,,"[19.5, 9.0]",,,,
401.52001954367677,"[22.75, 16.5]",,,,,,,,,
402.45762342244586,,"(0, 0)",,,,,,,,
402.5576234224459,,,,,,,,,,
402.6576234224459,,,,,,,,,,
404.8405906551504,,,,,,,,,"[26, 21.0]",
405.7014142913885,,,,,,"[20.75, 13.5]",,,,
407.0709203714704,"[19.5, 21.0]",,,,,,,,,
409.8834426420867,,,,,,,"[47.5, 22.5]",,,
412.16474950557296,,,,"[20.75, 9.0]",,,,,,
413.10496073886895,,,,,,"[28.0, 15.0]",,,,
417.15971003927297,,,,,"(0, 0)",,,,,
417.259710039273,,,,,,,,,,
417.359710039273,,,,,,,,,,
423.0599786172515,,,"[24, 13.5]",,,,,,,
423.30606362042056,,,,,,"[37.75, 12.0]",,,,
426.6276567974748,,"[20.75, 12.0]",,,,,,,,
427.61118572862176,,,,,,,,,"[47.5, 13.5]",
432.20495692763643,,,,,,,"[26, 16.5]",,,
433.4685375135582,,,,,,,,,,"(0, 0)"
433.5685375135582,,,,,,,,,,
433.66853751355825,,,,,,,,,,
433.70495692763643,,,,,,,"[26, 15.0]",,,
434.77009626025995,,,,,,,,,"[41.0, 10.5]",
435.43299645605543,,,,,,"[26, 15.0]",,,,
435.6276567974748,,"[20.75, 21.0]",,,,,,,,
436.8776567974748,,"[19.5, 21.0]",,,,,,,,
437.2844121934555,,,,,,,"[22.75, 16.5]",,,
438.91474950557296,,,,"[47.5, 9.0]",,,,,,
439.03854773151943,,,,,,"[24, 18.0]",,,,
440.4250805317862,"[52.0, 13.5]",,,,,,,,,
443.60896751379227,,,,,,,"[20.75, 22.5]",,,
443.70893315458676,,,,,,"[22.75, 13.5]",,,,
444.32307641876895,,,,"[52.0, 6.0]",,,,,,
444.3776567974748,,"[24, 15.0]",,,,,,,,
444.43493163508305,,,,,,,,"(0, 0)",,
444.53493163508307,,,,,,,,,,
444.6349316350831,,,,,,,,,,
445.20893315458676,,,,,,"[22.75, 12.0]",,,,
445.8334074449822,"[47.5, 10.5]",,,,,,,,,
447.3776567974748,,"[24, 12.0]",,,,,,,,
449.60896751379227,,,,,,,"[20.75, 16.5]",,,
450.5963182432802,,,"(0, 0)",,,,,,,
450.6463439934595,,,,,"[28.0, 18.0]",,,,,
450.69631824328025,,,,,,,,,,
450.79631824328027,,,,,,,,,,
451.20893315458676,,,,,,"[22.75, 6.0]",,,,
451.82307641876895,,,,"[52.0, 13.5]",,,,,,
452.7480657879519,"[42.25, 15.0]",,,,,,,,,
454.2480657879519,"[42.25, 16.5]",,,,,,,,,
455.60896751379227,,,,,,,"[20.75, 10.5]",,,
455.7480657879519,"[42.25, 18.0]",,,,,,,,,
458.0664359606908,,"[26, 22.5]",,,,,,,,
459.3893948087574,,,,,,,,,,"[22.75, 12.0]"
460.4184512110192,"[41.0, 22.5]",,,,,,,,,
463.7325963217619,,,,,"[41.0, 16.5]",,,,,
465.51822014482303,,,,,,,,,,"[24, 6.0]"
466.38544229797964,,,,"[37.75, 16.5]",,,,,,
467.9184512110192,"[41.0, 15.0]",,,,,,,,,
468.4707619840332,,"[34.5, 16.5]",,,,,,,,
471.4677473650806,,,,,,,,"[24, 12.0]",,
472.4184512110192,"[41.0, 10.5]",,,,,,,,,
472.88544229797964,,,,"[31.25, 16.5]",,,,,,
474.73684211394817,,,,,,"(0, 0)",,,,
474.8368421139482,,,,,,,,,,
474.9184512110192,"[39.0, 9.0]",,,,,,,,,
474.9368421139482,,,,,,,,,,
477.0186481928742,,,,,,,,"[20.75, 16.5]",,
477.0932577678789,,,,,,,,,"(0, 0)",
477.19325776787895,,,,,,,,,,
477.29325776787897,,,,,,,,,,
477.3166649905102,,"[41.0, 10.5]",,,,,,,,
477.4796463715329,,,"[26, 6.0]",,,,,,,
478.8643432364075,,,,,,,"(0, 0)",,,
478.9643432364075,,,,,,,,,,
479.0643432364075,,,,,,,,,,
479.4796463715329,,,"[28.0, 6.0]",,,,,,,
480.6241994683382,,,,,,,,"[22.75, 13.5]",,
480.8580516575306,,,,"[26, 22.5]",,,,,,
480.8961202563293,,"[44.25, 9.0]",,,,,,,,
482.1241994683382,,,,,,,,"[22.75, 15.0]",,
483.6241994683382,,,,,,,,"[22.75, 16.5]",,
486.1461202563293,,"[39.0, 9.0]",,,,,,,,
489.0319430196665,,,,"[22.75, 15.0]",,,,,,
489.44519237283384,,,,,,,,,,"[47.5, 10.5]"
490.5319430196665,,,,"[22.75, 13.5]",,,,,,
490.88140062252427,,,"[39.0, 9.0]",,,,,,,
491.44519237283384,,,,,,,,,,"[45.5, 10.5]"
493.8253023498898,,,,,,,,"[32.5, 19.5]",,
494.45650532562667,,"[31.25, 6.0]",,,,,,,,
496.698476138204,,,,,,,,,"[15.25, 12.0]",
497.205955942861,,,"[41.0, 15.0]",,,,,,,
497.80915340351277,,,,,,,,,,"[41.0, 15.0]"
498.0319430196665,,,,"[22.75, 6.0]",,,,,,
498.9068754889771,,,,,,"[20.75, 12.0]",,,,
501.4068754889771,,,,,,"[22.75, 13.5]",,,,
501.9006391498752,,,,,,,,,"[19.5, 15.0]",
504.6328254354909,,,,,,,,,,"[37.75, 21.0]"
504.8608313489691,,"[22.75, 12.0]",,,,,,,,
505.260717031267,,,,,,,"[24, 10.5]",,,
507.01857715184855,,,,,,,,"[44.25, 13.5]",,
507.3089660630712,,,,,,,,,"[24, 12.0]",
507.9281843368568,,,,,"(0, 0)",,,,,
508.02818433685684,,,,,,,,,,
508.12818433685686,,,,,,,,,,
510.1837262632845,,,,,,,,,,"[34.5, 16.5]"
510.4068754889771,,,,,,"[22.75, 22.5]",,,,
510.8608313489691,,"[22.75, 6.0]",,,,,,,,
513.7892775387485,,,,,,,,,,"[32.5, 19.5]"
514.8089660630712,,,,,,,,,"[24, 19.5]",
514.9434434033982,"(0, 0)",,,,,,,,,
515.0434434033982,,,,,,,,,,
515.1434434033982,,,,,,,,,,
515.517496020091,,,"[22.75, 13.5]",,,,,,,
516.5874067563509,,,,,,,,"[47.5, 22.5]",,
517.017496020091,,,"[22.75, 15.0]",,,,,,,
521.5598519790279,,,,"(0, 0)",,,,,,
521.659851979028,,,,,,,,,,
521.759851979028,,,,,,,,,,
522.146232370851,,,,,,"[28.0, 12.0]",,,,
523.3420513404278,,,"[20.75, 21.0]",,,,,,,
523.572257108497,,,,,,,"[42.25, 12.0]",,,
524.0987947898276,,,,,,"[29.25, 10.5]",,,,
524.5920513404278,,,"[19.5, 21.0]",,,,,,,
526.7892775387485,,,,,,,,,,"[19.5, 19.5]"
526.9917327796933,,,,,,,,"[39.0, 16.5]",,
528.2892775387485,,,,,,,,,,"[19.5, 21.0]"
528.6405422566943,,,,,,,,,"[37.75, 21.0]",
528.8420513404278,,,"[15.25, 21.0]",,,,,,,
530.2418399577251,,,,,,,,,,"[20.75, 22.5]"
531.1757102713698,,,,,,,"[41.0, 19.5]",,,
534.3245581317163,,,,,"[24, 10.5]",,,,,
534.3887403083305,,"(0, 0)",,,,,,,,
534.4887403083305,,,,,,,,,,
534.4917327796933,,,,,,,,"[39.0, 9.0]",,
534.5887403083306,,,,,,,,,,
535.4642142886723,,,,,,,,,"[41.0, 15.0]",
535.8487947898276,,,,,,"[41.0, 10.5]",,,,
537.7418399577251,,,,,,,,,,"[20.75, 15.0]"
537.9993823033478,,,,,,,"[37.75, 13.5]",,,
539.1134767784272,"[20.75, 12.0]",,,,,,,,,
541.015115116466,,,,,,,,,"[44.25, 10.5]",
541.6134767784272,"[22.75, 13.5]",,,,,,,,,
542.2417327796933,,,,,,,,"[31.25, 9.0]",,
543.7418399577251,,,,,,,,,,"[20.75, 9.0]"
