wave,distance,routes,order_per_wave,robot
266,249,"[[22.75, 10.5], [22.75, 13.5], [19.5, 18.0], [24, 12.0], [26, 10.5], [26, 13.5], [28.0, 18.0], [47.5, 22.5], [41.0, 10.5], [32.5, 6.0], [32.5, 9.0], (0, 0), [22.75, 10.5]]",9,R7
267,134,"[[42.25, 15.0], [20.75, 10.5], (0, 0), [42.25, 15.0]]",9,R8
268,259,"[[42.25, 12.0], [41.0, 9.0], [41.0, 13.5], [37.75, 21.0], [22.75, 13.5], [19.5, 16.5], [15.25, 10.5], (0, 0), [44.25, 12.0], [47.5, 15.0], [42.25, 12.0]]",9,R9
269,179,"[[35.75, 13.5], [41.0, 15.0], [45.5, 15.0], [42.25, 12.0], (0, 0), [35.75, 13.5]]",9,R10
270,203,"[[44.25, 10.5], [44.25, 12.0], [47.5, 22.5], [42.25, 16.5], [41.0, 15.0], [24, 15.0], [22.75, 12.0], (0, 0), [44.25, 10.5]]",9,R1
271,247,"[[50.75, 9.0], [48.75, 10.5], [45.5, 15.0], [45.5, 13.5], [42.25, 6.0], [41.0, 10.5], [41.0, 15.0], [39.0, 15.0], [28.0, 12.0], (0, 0), [50.75, 9.0]]",9,R2
272,245,"[[22.75, 13.5], [22.75, 15.0], [26, 15.0], [45.5, 18.0], [47.5, 9.0], [48.75, 6.0], [41.0, 10.5], [34.5, 10.5], [24, 6.0], (0, 0), [22.75, 13.5]]",9,R3
273,247,"[[19.5, 9.0], [24, 6.0], [24, 15.0], [39.0, 16.5], [41.0, 15.0], [41.0, 16.5], [41.0, 18.0], [42.25, 15.0], [44.25, 18.0], [47.5, 9.0], [35.75, 9.0], (0, 0), [19.5, 9.0]]",9,R4
274,239,"[[41.0, 13.5], [41.0, 15.0], [41.0, 18.0], [26, 22.5], [22.75, 13.5], [19.5, 19.5], [15.25, 10.5], (0, 0), [37.75, 12.0], [39.0, 12.0], [44.25, 9.0], [41.0, 13.5]]",9,R5
275,233,"[[47.5, 18.0], [47.5, 13.5], [47.5, 21.0], [45.5, 12.0], [34.5, 12.0], (0, 0), [15.25, 10.5], [22.75, 10.5], [22.75, 13.5], [41.0, 13.5], [47.5, 18.0]]",9,R6
276,276,"[[26, 15.0], [26, 6.0], [24, 9.0], [24, 10.5], (0, 0), [19.5, 9.0], [20.75, 13.5], [20.75, 9.0], [39.0, 9.0], [41.0, 10.5], [41.0, 15.0], [44.25, 15.0], [52.0, 13.5], [26, 15.0]]",9,R7
277,209,"[[20.75, 15.0], [19.5, 19.5], [24, 22.5], [41.0, 15.0], [41.0, 13.5], [47.5, 21.0], [50.75, 9.0], [26, 6.0], (0, 0), [20.75, 15.0]]",9,R8
278,200,"[[22.75, 13.5], [24, 21.0], [24, 16.5], [44.25, 21.0], [41.0, 15.0], [32.5, 12.0], (0, 0), [15.25, 10.5], [22.75, 13.5]]",9,R9
279,266,"[[24, 10.5], [24, 21.0], [26, 15.0], [41.0, 15.0], [42.25, 16.5], [47.5, 21.0], [44.25, 16.5], [44.25, 10.5], [50.75, 6.0], [32.5, 6.0], [22.75, 12.0], (0, 0), [24, 10.5]]",9,R10
280,218,"[[22.75, 6.0], [22.75, 12.0], [22.75, 13.5], [24, 18.0], [28.0, 15.0], [37.75, 12.0], [26, 15.0], [20.75, 13.5], [19.5, 9.0], (0, 0), [22.75, 6.0]]",9,R1
281,229,"[[24, 12.0], [24, 21.0], [22.75, 22.5], [22.75, 13.5], [20.75, 12.0], (0, 0), [29.25, 10.5], [41.0, 10.5], [37.75, 21.0], [28.0, 12.0], [24, 12.0]]",9,R2
282,152,"[(0, 0), [20.75, 9.0], [24, 9.0], [41.0, 22.5], [22.75, 12.0], (0, 0)]",9,R3
283,182,"[[22.75, 12.0], [22.75, 13.5], [24, 16.5], [41.0, 18.0], [41.0, 15.0], [26, 6.0], [20.75, 12.0], (0, 0), [22.75, 12.0]]",9,R4
284,66,"[(0, 0), [24, 9.0], (0, 0)]",9,R5
285,235,"[[22.75, 13.5], [28.0, 21.0], [45.5, 16.5], [41.0, 16.5], [41.0, 10.5], [32.5, 6.0], [26, 6.0], [20.75, 12.0], (0, 0), [24, 10.5], [24, 12.0], [24, 19.5], [22.75, 13.5]]",9,R6
286,263,"[[41.0, 13.5], [34.5, 16.5], [26, 13.5], [26, 12.0], [24, 18.0], [24, 10.5], [24, 9.0], [20.75, 10.5], (0, 0), [39.0, 9.0], [50.75, 9.0], [44.25, 19.5], [41.0, 13.5]]",9,R7
287,224,"[[28.0, 12.0], [24, 16.5], [22.75, 13.5], [19.5, 18.0], [20.75, 12.0], (0, 0), [48.75, 12.0], [28.0, 12.0]]",9,R8
288,124,"[[37.75, 18.0], [22.75, 13.5], (0, 0), [37.75, 18.0]]",9,R9
289,232,"[[20.75, 10.5], [20.75, 16.5], [22.75, 12.0], [22.75, 6.0], [24, 6.0], [26, 10.5], [26, 16.5], [35.75, 21.0], [37.75, 18.0], [47.5, 22.5], [39.0, 9.0], (0, 0), [20.75, 10.5]]",9,R10
290,237,"[[19.5, 9.0], [19.5, 13.5], [20.75, 21.0], [22.75, 22.5], [22.75, 13.5], [24, 21.0], [28.0, 21.0], [41.0, 15.0], [32.5, 6.0], [26, 6.0], [24, 9.0], [15.25, 10.5], (0, 0), [19.5, 9.0]]",9,R1
291,275,"[[15.25, 10.5], (0, 0), [22.75, 12.0], [32.5, 9.0], [35.75, 13.5], [35.75, 21.0], [41.0, 13.5], [42.25, 18.0], [45.5, 16.5], [44.25, 15.0], [47.5, 9.0], [15.25, 10.5]]",9,R2
292,219,"[(0, 0), [20.75, 10.5], [24, 9.0], [24, 12.0], [24, 13.5], [24, 16.5], [26, 15.0], [35.75, 13.5], [42.25, 12.0], [22.75, 12.0], (0, 0)]",9,R3
293,226,"[[20.75, 9.0], [20.75, 22.5], [22.75, 18.0], [22.75, 13.5], [24, 15.0], [24, 6.0], [26, 12.0], [41.0, 10.5], [44.25, 12.0], (0, 0), [20.75, 9.0]]",9,R4
294,250,"[(0, 0), [20.75, 10.5], [28.0, 6.0], [39.0, 9.0], [47.5, 22.5], [48.75, 16.5], [41.0, 18.0], [34.5, 16.5], [24, 16.5], [24, 15.0], [15.25, 12.0], (0, 0)]",9,R5
295,198,"[[26, 21.0], [20.75, 18.0], [24, 21.0], [24, 10.5], [24, 6.0], (0, 0), [29.25, 10.5], [32.5, 12.0], [41.0, 15.0], [26, 21.0]]",9,R6
296,260,"[[44.25, 12.0], [44.25, 9.0], [44.25, 6.0], [41.0, 10.5], [29.25, 12.0], [28.0, 16.5], [26, 16.5], [24, 19.5], [24, 10.5], [15.25, 10.5], (0, 0), [19.5, 9.0], [19.5, 18.0], [44.25, 12.0]]",9,R7
297,240,"[[45.5, 15.0], [42.25, 16.5], [24, 16.5], [24, 13.5], [24, 10.5], [15.25, 10.5], (0, 0), [20.75, 6.0], [20.75, 9.0], [20.75, 12.0], [20.75, 22.5], [22.75, 21.0], [22.75, 12.0], [32.5, 15.0], [45.5, 15.0]]",9,R8
298,56,"[[19.5, 9.0], (0, 0), [19.5, 9.0]]",9,R9
299,193,"[[26, 10.5], [26, 15.0], [26, 16.5], [45.5, 22.5], [34.5, 15.0], [24, 21.0], [22.75, 12.0], (0, 0), [20.75, 12.0], [26, 10.5]]",9,R10
300,248,"[[41.0, 10.5], [41.0, 15.0], [42.25, 16.5], [44.25, 21.0], [28.0, 16.5], [28.0, 15.0], [26, 16.5], [20.75, 12.0], [20.75, 10.5], [20.75, 9.0], (0, 0), [24, 9.0], [48.75, 10.5], [41.0, 10.5]]",9,R1
301,244,"[[22.75, 13.5], [20.75, 22.5], [20.75, 12.0], [20.75, 10.5], (0, 0), [24, 9.0], [48.75, 12.0], [44.25, 9.0], [34.5, 9.0], [34.5, 12.0], [28.0, 22.5], [28.0, 16.5], [22.75, 13.5]]",9,R2
302,221,"[[41.0, 15.0], [26, 13.5], [24, 18.0], [22.75, 13.5], [22.75, 15.0], [19.5, 18.0], [19.5, 21.0], [20.75, 22.5], [20.75, 12.0], (0, 0), [34.5, 9.0], [41.0, 15.0]]",9,R3
303,219,"[[32.5, 21.0], [28.0, 16.5], [24, 21.0], [24, 13.5], [19.5, 21.0], [22.75, 13.5], (0, 0), [48.75, 6.0], [47.5, 22.5], [37.75, 21.0], [32.5, 21.0]]",9,R4
304,222,"[[26, 15.0], [22.75, 16.5], [22.75, 13.5], [22.75, 10.5], [20.75, 18.0], [20.75, 12.0], [20.75, 10.5], [19.5, 9.0], (0, 0), [39.0, 9.0], [45.5, 16.5], [26, 15.0]]",9,R5
305,286,"[[22.75, 6.0], [22.75, 12.0], [22.75, 13.5], [19.5, 18.0], [24, 21.0], [24, 15.0], [24, 13.5], [28.0, 15.0], [35.75, 13.5], [37.75, 13.5], [44.25, 12.0], [50.75, 9.0], [20.75, 6.0], (0, 0), [22.75, 6.0]]",9,R6
306,216,"[[24, 12.0], [24, 10.5], [24, 9.0], [20.75, 12.0], (0, 0), [22.75, 12.0], [22.75, 13.5], [41.0, 15.0], [52.0, 13.5], [24, 12.0]]",9,R7
307,238,"[[22.75, 13.5], [20.75, 22.5], [20.75, 10.5], [20.75, 6.0], (0, 0), [24, 13.5], [37.75, 13.5], [37.75, 21.0], [52.0, 13.5], [41.0, 15.0], [22.75, 13.5]]",9,R8
308,68,"[(0, 0), [22.75, 12.0], (0, 0)]",9,R9
309,235,"[[22.75, 12.0], [22.75, 16.5], [24, 13.5], [41.0, 15.0], [42.25, 15.0], [26, 10.5], [20.75, 10.5], [15.25, 10.5], (0, 0), [22.75, 12.0]]",9,R10
310,248,"[[20.75, 12.0], (0, 0), [15.25, 10.5], [19.5, 9.0], [22.75, 12.0], [22.75, 13.5], [26, 15.0], [29.25, 13.5], [42.25, 9.0], [24, 6.0], [24, 9.0], [20.75, 12.0]]",9,R1
311,253,"[[24, 9.0], [24, 13.5], [24, 16.5], [24, 18.0], [28.0, 22.5], [41.0, 19.5], [41.0, 10.5], [42.25, 10.5], [45.5, 10.5], [31.25, 10.5], [20.75, 6.0], [20.75, 12.0], (0, 0), [22.75, 12.0], [24, 9.0]]",9,R2
312,146,"[[22.75, 13.5], [22.75, 15.0], [20.75, 22.5], [37.75, 18.0], [24, 9.0], [24, 6.0], (0, 0), [22.75, 13.5]]",9,R3
313,314,"[[22.75, 13.5], [22.75, 10.5], [26, 6.0], [26, 15.0], [29.25, 13.5], [52.0, 13.5], [50.75, 9.0], [41.0, 9.0], [37.75, 12.0], [32.5, 6.0], [24, 10.5], (0, 0), [20.75, 12.0], [22.75, 13.5]]",9,R4
314,224,"[[24, 21.0], [24, 16.5], [24, 13.5], [24, 9.0], [22.75, 13.5], [22.75, 12.0], [22.75, 10.5], (0, 0), [44.25, 12.0], [42.25, 15.0], [41.0, 15.0], [37.75, 13.5], [24, 21.0]]",9,R5
315,227,"[[26, 16.5], [26, 15.0], [22.75, 16.5], [20.75, 22.5], [20.75, 16.5], [20.75, 10.5], (0, 0), [15.25, 12.0], [24, 9.0], [24, 13.5], [24, 16.5], [24, 19.5], [39.0, 15.0], [47.5, 22.5], [26, 16.5]]",9,R6
316,194,"[[22.75, 6.0], [22.75, 12.0], [22.75, 13.5], [22.75, 18.0], [20.75, 22.5], [37.75, 13.5], [41.0, 19.5], [42.25, 12.0], [24, 10.5], (0, 0), [22.75, 6.0]]",9,R7
317,156,"[[45.5, 16.5], [20.75, 18.0], [20.75, 9.0], (0, 0), [22.75, 13.5], [45.5, 16.5]]",9,R8
318,194,"[[26, 6.0], [44.25, 9.0], [44.25, 21.0], [41.0, 15.0], [37.75, 18.0], [20.75, 22.5], [24, 21.0], [24, 9.0], (0, 0), [26, 6.0]]",9,R9
319,220,"[(0, 0), [22.75, 13.5], [28.0, 16.5], [44.25, 21.0], [48.75, 12.0], [41.0, 10.5], [41.0, 13.5], [24, 13.5], [24, 6.0], (0, 0)]",9,R10
320,229,"[[26, 6.0], [24, 9.0], (0, 0), [22.75, 12.0], [22.75, 22.5], [32.5, 21.0], [32.5, 12.0], [42.25, 9.0], [41.0, 15.0], [31.25, 12.0], [26, 6.0]]",9,R1
321,267,"[[20.75, 6.0], [20.75, 10.5], [26, 6.0], [28.0, 6.0], [28.0, 15.0], [35.75, 21.0], [45.5, 16.5], [39.0, 12.0], [24, 12.0], [24, 15.0], [22.75, 16.5], [22.75, 15.0], [22.75, 13.5], [19.5, 13.5], (0, 0), [20.75, 6.0]]",9,R2
322,251,"[[42.25, 15.0], [39.0, 9.0], [32.5, 6.0], [32.5, 12.0], [24, 10.5], [15.25, 10.5], (0, 0), [19.5, 12.0], [20.75, 18.0], [22.75, 13.5], [22.75, 15.0], [42.25, 15.0]]",9,R3
323,221,"[[22.75, 12.0], [22.75, 21.0], [15.25, 21.0], [41.0, 15.0], [44.25, 21.0], [42.25, 15.0], [42.25, 13.5], [42.25, 10.5], [50.75, 9.0], (0, 0), [22.75, 12.0]]",9,R4
324,180,"[[20.75, 6.0], (0, 0), [22.75, 9.0], [24, 21.0], [26, 21.0], [37.75, 13.5], [41.0, 13.5], [20.75, 6.0]]",9,R5
325,156,"[[44.25, 21.0], [22.75, 19.5], [20.75, 6.0], (0, 0), [31.25, 9.0], [44.25, 21.0]]",9,R6
326,244,"[[24, 18.0], [24, 10.5], [22.75, 6.0], (0, 0), [20.75, 12.0], [19.5, 21.0], [37.75, 16.5], [44.25, 16.5], [44.25, 10.5], [50.75, 12.0], [47.5, 21.0], [24, 18.0]]",9,R7
327,275,"[[48.75, 22.5], [48.75, 21.0], [32.5, 21.0], [32.5, 13.5], [34.5, 9.0], [26, 6.0], [26, 15.0], [22.75, 13.5], [22.75, 12.0], [19.5, 21.0], [20.75, 12.0], [20.75, 9.0], (0, 0), [24, 10.5], [24, 13.5], [44.25, 16.5], [48.75, 22.5]]",9,R8
328,140,"[[45.5, 19.5], [20.75, 12.0], (0, 0), [45.5, 19.5]]",9,R9
329,196,"[[19.5, 21.0], [20.75, 12.0], [20.75, 9.0], (0, 0), [15.25, 9.0], [39.0, 9.0], [42.25, 9.0], [35.75, 15.0], [19.5, 21.0]]",9,R10
330,253,"[[22.75, 12.0], [22.75, 13.5], [32.5, 22.5], [34.5, 12.0], [44.25, 6.0], [44.25, 10.5], [44.25, 21.0], [41.0, 15.0], [41.0, 10.5], [24, 9.0], [20.75, 12.0], (0, 0), [19.5, 12.0], [22.75, 12.0]]",9,R1
331,262,"[[48.75, 12.0], [52.0, 13.5], [37.75, 18.0], [29.25, 13.5], [24, 19.5], [22.75, 16.5], [22.75, 15.0], [22.75, 6.0], (0, 0), [20.75, 12.0], [39.0, 9.0], [48.75, 12.0]]",9,R2
332,127,"[[24, 10.5], (0, 0), [39.0, 15.0], [24, 10.5]]",9,R3
333,181,"[(0, 0), [35.75, 13.5], [35.75, 15.0], [35.75, 16.5], [44.25, 21.0], [34.5, 15.0], [26, 21.0], [19.5, 21.0], [20.75, 9.0], (0, 0)]",9,R4
334,341,"[[29.25, 6.0], [32.5, 9.0], [32.5, 18.0], [34.5, 15.0], [35.75, 19.5], [41.0, 15.0], [45.5, 15.0], [37.75, 9.0], [26, 6.0], [24, 12.0], [24, 13.5], [22.75, 16.5], [19.5, 21.0], [20.75, 22.5], [20.75, 12.0], (0, 0), [15.25, 10.5], [15.25, 6.0], [28.0, 9.0], [29.25, 6.0]]",9,R5
335,295,"[[34.5, 12.0], [24, 12.0], [22.75, 12.0], (0, 0), [15.25, 10.5], [15.25, 6.0], [19.5, 9.0], [19.5, 21.0], [20.75, 22.5], [26, 16.5], [32.5, 18.0], [44.25, 16.5], [44.25, 6.0], [48.75, 12.0], [34.5, 12.0]]",9,R6
336,275,"[[24, 6.0], [26, 6.0], [34.5, 12.0], [52.0, 6.0], [52.0, 10.5], [41.0, 16.5], [28.0, 15.0], [24, 19.5], [24, 18.0], [19.5, 21.0], [15.25, 10.5], (0, 0), [20.75, 9.0], [20.75, 10.5], [24, 6.0]]",9,R7
337,80,"[[19.5, 21.0], (0, 0), [19.5, 21.0]]",9,R8
338,250,"[[47.5, 9.0], [41.0, 10.5], [37.75, 21.0], [32.5, 19.5], [28.0, 13.5], [26, 12.0], [22.75, 12.0], [22.75, 13.5], [19.5, 21.0], [19.5, 9.0], (0, 0), [47.5, 9.0]]",9,R9
339,90,"[[24, 21.0], (0, 0), [24, 21.0]]",9,R10
340,272,"[[44.25, 19.5], [45.5, 22.5], [47.5, 22.5], [37.75, 13.5], [39.0, 9.0], [32.5, 9.0], (0, 0), [20.75, 12.0], [19.5, 21.0], [19.5, 18.0], [22.75, 15.0], [24, 16.5], [26, 15.0], [44.25, 19.5]]",9,R1
341,229,"[[26, 18.0], [26, 6.0], (0, 0), [20.75, 12.0], [24, 21.0], [24, 18.0], [44.25, 19.5], [44.25, 10.5], [48.75, 12.0], [41.0, 15.0], [26, 18.0]]",9,R2
342,247,"[[20.75, 10.5], [22.75, 21.0], [24, 16.5], [24, 13.5], [26, 21.0], [42.25, 16.5], [44.25, 18.0], [47.5, 16.5], [47.5, 18.0], [35.75, 13.5], [29.25, 10.5], (0, 0), [20.75, 10.5]]",9,R3
343,323,"[[24, 9.0], [24, 10.5], [22.75, 6.0], [22.75, 13.5], [19.5, 21.0], [19.5, 15.0], [15.25, 10.5], (0, 0), [20.75, 12.0], [20.75, 10.5], [26, 6.0], [32.5, 6.0], [45.5, 10.5], [45.5, 21.0], [44.25, 21.0], [47.5, 21.0], [52.0, 12.0], [41.0, 10.5], [24, 9.0]]",9,R4
344,92,"[[32.5, 13.5], (0, 0), [32.5, 13.5]]",9,R5
345,82,"[[28.0, 13.5], (0, 0), [28.0, 13.5]]",9,R6
346,250,"[[24, 6.0], [20.75, 10.5], (0, 0), [22.75, 9.0], [22.75, 18.0], [19.5, 21.0], [28.0, 15.0], [42.25, 16.5], [48.75, 12.0], [50.75, 9.0], [24, 6.0]]",9,R7
347,276,"[[20.75, 10.5], (0, 0), [22.75, 13.5], [24, 13.5], [32.5, 15.0], [34.5, 18.0], [41.0, 22.5], [44.25, 22.5], [47.5, 21.0], [45.5, 15.0], [42.25, 12.0], [39.0, 9.0], [20.75, 10.5]]",9,R8
348,215,"[[24, 6.0], [24, 10.5], [24, 15.0], [24, 21.0], [44.25, 21.0], [44.25, 18.0], [41.0, 15.0], [37.75, 13.5], [22.75, 13.5], [22.75, 18.0], [20.75, 13.5], (0, 0), [24, 6.0]]",9,R9
349,72,"[(0, 0), [22.75, 13.5], (0, 0)]",9,R10
350,246,"[[26, 15.0], [26, 22.5], [22.75, 16.5], [22.75, 13.5], [22.75, 12.0], (0, 0), [24, 12.0], [35.75, 10.5], [47.5, 9.0], [44.25, 16.5], [41.0, 13.5], [26, 15.0]]",9,R1
351,251,"[[20.75, 12.0], [22.75, 13.5], [24, 19.5], [26, 21.0], [29.25, 13.5], [41.0, 15.0], [42.25, 12.0], [37.75, 6.0], [28.0, 6.0], [24, 6.0], (0, 0), [20.75, 12.0]]",9,R2
352,261,"[[44.25, 18.0], [44.25, 10.5], [47.5, 10.5], [47.5, 16.5], [45.5, 19.5], [37.75, 19.5], [19.5, 21.0], [22.75, 13.5], [20.75, 9.0], (0, 0), [35.75, 9.0], [41.0, 10.5], [44.25, 18.0]]",9,R3
353,121,"[[35.75, 19.5], [34.5, 16.5], (0, 0), [35.75, 19.5]]",9,R4
354,225,"[[22.75, 16.5], [22.75, 12.0], [19.5, 19.5], [19.5, 21.0], [20.75, 10.5], (0, 0), [28.0, 6.0], [44.25, 6.0], [44.25, 16.5], [42.25, 15.0], [41.0, 15.0], [22.75, 16.5]]",9,R5
355,244,"[[24, 15.0], [26, 16.5], [26, 18.0], [28.0, 16.5], [39.0, 19.5], [41.0, 18.0], [42.25, 16.5], [45.5, 13.5], [37.75, 6.0], (0, 0), [22.75, 13.5], [24, 15.0]]",9,R6
356,231,"[[20.75, 12.0], [24, 16.5], [24, 6.0], [45.5, 6.0], [45.5, 15.0], [45.5, 19.5], [47.5, 22.5], [37.75, 15.0], [34.5, 16.5], [22.75, 13.5], [22.75, 12.0], (0, 0), [20.75, 12.0]]",9,R7
357,235,"[[24, 12.0], [24, 9.0], [24, 6.0], [31.25, 12.0], [48.75, 22.5], [41.0, 15.0], [35.75, 16.5], [26, 15.0], [26, 6.0], [22.75, 12.0], (0, 0), [24, 12.0]]",9,R8
358,234,"[[22.75, 15.0], [45.5, 16.5], [44.25, 21.0], [44.25, 12.0], [41.0, 15.0], [41.0, 10.5], [26, 10.5], [24, 6.0], [20.75, 10.5], (0, 0), [22.75, 15.0]]",9,R9
359,290,"[[20.75, 12.0], [22.75, 19.5], [22.75, 13.5], [24, 16.5], [41.0, 15.0], [45.5, 12.0], [52.0, 13.5], [34.5, 19.5], [29.25, 12.0], [26, 10.5], (0, 0), [20.75, 12.0]]",9,R10
360,232,"[[20.75, 10.5], [20.75, 12.0], [20.75, 13.5], [26, 13.5], [29.25, 18.0], [42.25, 15.0], [45.5, 13.5], [47.5, 10.5], [24, 6.0], (0, 0), [20.75, 10.5]]",9,R1
361,219,"[[26, 16.5], [41.0, 18.0], [41.0, 13.5], [24, 18.0], [22.75, 13.5], [19.5, 9.0], [15.25, 10.5], (0, 0), [20.75, 12.0], [26, 16.5]]",9,R2
362,249,"[(0, 0), [19.5, 21.0], [24, 21.0], [37.75, 21.0], [37.75, 6.0], [42.25, 9.0], [45.5, 10.5], [44.25, 12.0], [34.5, 12.0], [31.25, 9.0], (0, 0)]",9,R3
363,320,"[[44.25, 12.0], [44.25, 16.5], [35.75, 13.5], [32.5, 21.0], [32.5, 22.5], [28.0, 16.5], [28.0, 10.5], [20.75, 12.0], [19.5, 21.0], [15.25, 10.5], (0, 0), [22.75, 12.0], [24, 9.0], [37.75, 12.0], [50.75, 10.5], [44.25, 12.0]]",9,R4
364,74,"[[22.75, 15.0], (0, 0), [22.75, 15.0]]",9,R5
365,102,"[[42.25, 9.0], (0, 0), [42.25, 9.0]]",9,R6
366,287,"[[34.5, 16.5], [24, 18.0], [24, 9.0], [22.75, 10.5], [22.75, 12.0], [22.75, 15.0], [20.75, 12.0], [20.75, 10.5], (0, 0), [41.0, 10.5], [41.0, 18.0], [48.75, 16.5], [52.0, 13.5], [45.5, 16.5], [44.25, 18.0], [34.5, 16.5]]",9,R7
367,130,"[[24, 9.0], (0, 0), [47.5, 9.0], [24, 9.0]]",9,R8
368,279,"[[20.75, 10.5], [20.75, 13.5], [20.75, 6.0], (0, 0), [15.25, 10.5], [26, 6.0], [34.5, 12.0], [35.75, 16.5], [39.0, 12.0], [41.0, 10.5], [50.75, 9.0], [24, 9.0], [20.75, 10.5]]",9,R9
369,110,"[(0, 0), [32.5, 22.5], (0, 0)]",9,R10
370,248,"[[47.5, 10.5], [48.75, 12.0], [45.5, 19.5], [22.75, 18.0], [19.5, 21.0], [26, 12.0], [24, 9.0], (0, 0), [39.0, 9.0], [47.5, 10.5]]",9,R1
371,280,"[[45.5, 22.5], [45.5, 10.5], [42.25, 9.0], [32.5, 9.0], [31.25, 9.0], (0, 0), [19.5, 9.0], [19.5, 21.0], [28.0, 15.0], [34.5, 13.5], [44.25, 19.5], [44.25, 21.0], [52.0, 13.5], [45.5, 22.5]]",9,R2
372,195,"[[24, 21.0], [22.75, 19.5], [22.75, 18.0], [22.75, 15.0], [19.5, 21.0], [15.25, 10.5], (0, 0), [28.0, 9.0], [39.0, 9.0], [39.0, 10.5], [26, 16.5], [24, 21.0]]",9,R3
373,290,"[[42.25, 10.5], [44.25, 9.0], [45.5, 15.0], [41.0, 15.0], [19.5, 21.0], [19.5, 9.0], (0, 0), [20.75, 9.0], [20.75, 12.0], [22.75, 12.0], [22.75, 15.0], [26, 15.0], [28.0, 15.0], [28.0, 10.5], [42.25, 10.5]]",9,R4
374,266,"[[26, 16.5], [24, 18.0], [20.75, 18.0], (0, 0), [22.75, 6.0], [32.5, 6.0], [50.75, 9.0], [42.25, 12.0], [44.25, 21.0], [41.0, 16.5], [28.0, 16.5], [26, 16.5]]",9,R5
375,222,"[[22.75, 15.0], [19.5, 21.0], [24, 16.5], [35.75, 21.0], [34.5, 10.5], [48.75, 6.0], [26, 12.0], (0, 0), [22.75, 15.0]]",9,R6
376,227,"[[26, 12.0], [26, 6.0], [24, 9.0], [24, 18.0], [24, 19.5], [22.75, 13.5], [20.75, 12.0], (0, 0), [42.25, 10.5], [45.5, 10.5], [26, 12.0]]",9,R7
377,232,"[[26, 10.5], (0, 0), [24, 6.0], [24, 9.0], [24, 18.0], [20.75, 18.0], [37.75, 13.5], [42.25, 15.0], [50.75, 9.0], [26, 10.5]]",9,R8
378,169,"[(0, 0), [22.75, 6.0], [22.75, 12.0], [19.5, 18.0], [19.5, 21.0], [32.5, 19.5], [37.75, 21.0], [28.0, 21.0], [24, 13.5], (0, 0)]",9,R9
379,256,"[[22.75, 12.0], [22.75, 15.0], [24, 18.0], [24, 13.5], [24, 9.0], [24, 6.0], [26, 10.5], [39.0, 9.0], [44.25, 10.5], [44.25, 22.5], [41.0, 13.5], [20.75, 12.0], [20.75, 10.5], [19.5, 6.0], (0, 0), [22.75, 12.0]]",9,R10
380,207,"[[35.75, 22.5], [35.75, 21.0], [35.75, 19.5], [35.75, 13.5], [44.25, 22.5], [42.25, 18.0], [42.25, 12.0], [24, 6.0], (0, 0), [20.75, 9.0], [20.75, 10.5], [19.5, 21.0], [28.0, 13.5], [35.75, 22.5]]",9,R1
381,149,"[[34.5, 6.0], [34.5, 15.0], [35.75, 22.5], [32.5, 18.0], [24, 19.5], [19.5, 21.0], (0, 0), [34.5, 6.0]]",9,R2
382,222,"[[44.25, 9.0], [44.25, 10.5], [44.25, 22.5], [45.5, 19.5], [26, 13.5], [19.5, 21.0], [20.75, 9.0], (0, 0), [35.75, 10.5], [47.5, 6.0], [44.25, 9.0]]",9,R3
383,293,"[[42.25, 9.0], [44.25, 10.5], [44.25, 21.0], [45.5, 22.5], [45.5, 15.0], [47.5, 21.0], [52.0, 12.0], [35.75, 13.5], [32.5, 21.0], [24, 21.0], [19.5, 21.0], [22.75, 15.0], [22.75, 13.5], [22.75, 6.0], (0, 0), [37.75, 10.5], [42.25, 9.0]]",9,R4
384,200,"[[22.75, 15.0], [19.5, 21.0], [20.75, 18.0], [39.0, 19.5], [39.0, 18.0], [44.25, 22.5], [47.5, 9.0], [32.5, 6.0], (0, 0), [22.75, 15.0]]",9,R5
385,214,"[[45.5, 19.5], [34.5, 21.0], [34.5, 15.0], [32.5, 19.5], [19.5, 21.0], [24, 12.0], [20.75, 9.0], (0, 0), [44.25, 9.0], [45.5, 19.5]]",9,R6
386,116,"[[35.75, 22.5], (0, 0), [35.75, 22.5]]",9,R7
387,240,"[[24, 10.5], [47.5, 9.0], [47.5, 10.5], [48.75, 12.0], [32.5, 19.5], [26, 22.5], [26, 10.5], [19.5, 21.0], [22.75, 13.5], (0, 0), [24, 10.5]]",9,R8
388,80,"[(0, 0), [19.5, 21.0], (0, 0)]",9,R9
389,215,"[[44.25, 18.0], [35.75, 21.0], [35.75, 13.5], [35.75, 10.5], [31.25, 10.5], [26, 6.0], (0, 0), [19.5, 21.0], [34.5, 22.5], [47.5, 15.0], [47.5, 13.5], [44.25, 18.0]]",9,R10
390,231,"[[47.5, 10.5], [45.5, 10.5], [35.75, 12.0], [32.5, 22.5], [32.5, 21.0], [28.0, 21.0], [24, 16.5], [19.5, 21.0], [22.75, 12.0], (0, 0), [47.5, 10.5]]",9,R1
391,242,"[[20.75, 16.5], [22.75, 16.5], [22.75, 15.0], [22.75, 13.5], (0, 0), [24, 12.0], [31.25, 9.0], [39.0, 9.0], [39.0, 16.5], [47.5, 22.5], [44.25, 13.5], [32.5, 19.5], [20.75, 16.5]]",9,R2
