wave,distance,routes,order_per_wave,robot
275,235,"[(0, 0), [15.25, 10.5], [22.75, 10.5], [22.75, 13.5], [47.5, 21.0], [47.5, 18.0], [47.5, 13.5], [45.5, 12.0], [41.0, 13.5], [34.5, 12.0], (0, 0)]",9,R5
276,275,"[(0, 0), [19.5, 9.0], [39.0, 9.0], [41.0, 10.5], [41.0, 15.0], [44.25, 15.0], [52.0, 13.5], [26, 15.0], [26, 6.0], [24, 10.5], [24, 9.0], [20.75, 13.5], [20.75, 9.0], (0, 0)]",9,R5
277,209,"[(0, 0), [26, 6.0], [50.75, 9.0], [47.5, 21.0], [41.0, 15.0], [41.0, 13.5], [24, 22.5], [19.5, 19.5], [20.75, 15.0], (0, 0)]",9,R6
278,200,"[(0, 0), [15.25, 10.5], [22.75, 13.5], [24, 21.0], [24, 16.5], [44.25, 21.0], [41.0, 15.0], [32.5, 12.0], (0, 0)]",9,R6
279,266,"[(0, 0), [22.75, 12.0], [24, 10.5], [24, 21.0], [26, 15.0], [41.0, 15.0], [42.25, 16.5], [47.5, 21.0], [44.25, 16.5], [44.25, 10.5], [50.75, 6.0], [32.5, 6.0], (0, 0)]",9,R6
280,218,"[(0, 0), [19.5, 9.0], [20.75, 13.5], [28.0, 15.0], [37.75, 12.0], [26, 15.0], [24, 18.0], [22.75, 13.5], [22.75, 12.0], [22.75, 6.0], (0, 0)]",9,R6
281,229,"[(0, 0), [20.75, 12.0], [22.75, 13.5], [22.75, 22.5], [28.0, 12.0], [29.25, 10.5], [41.0, 10.5], [37.75, 21.0], [24, 21.0], [24, 12.0], (0, 0)]",9,R6
282,152,"[(0, 0), [20.75, 9.0], [24, 9.0], [41.0, 22.5], [22.75, 12.0], (0, 0)]",9,R6
283,184,"[(0, 0), [20.75, 12.0], [24, 16.5], [41.0, 15.0], [41.0, 18.0], [22.75, 13.5], [22.75, 12.0], [26, 6.0], (0, 0)]",9,R6
284,66,"[(0, 0), [24, 9.0], (0, 0)]",9,R6
285,235,"[(0, 0), [20.75, 12.0], [22.75, 13.5], [26, 6.0], [32.5, 6.0], [41.0, 10.5], [41.0, 16.5], [45.5, 16.5], [28.0, 21.0], [24, 19.5], [24, 12.0], [24, 10.5], (0, 0)]",9,R6
286,263,"[(0, 0), [20.75, 10.5], [24, 9.0], [24, 10.5], [24, 18.0], [26, 13.5], [26, 12.0], [34.5, 16.5], [41.0, 13.5], [44.25, 19.5], [50.75, 9.0], [39.0, 9.0], (0, 0)]",9,R6
287,224,"[(0, 0), [20.75, 12.0], [19.5, 18.0], [22.75, 13.5], [24, 16.5], [28.0, 12.0], [48.75, 12.0], (0, 0)]",9,R6
288,124,"[(0, 0), [22.75, 13.5], [37.75, 18.0], (0, 0)]",9,R6
289,232,"[(0, 0), [20.75, 10.5], [20.75, 16.5], [22.75, 12.0], [22.75, 6.0], [24, 6.0], [26, 10.5], [26, 16.5], [35.75, 21.0], [37.75, 18.0], [47.5, 22.5], [39.0, 9.0], (0, 0)]",9,R6
290,238,"[(0, 0), [15.25, 10.5], [19.5, 9.0], [19.5, 13.5], [20.75, 21.0], [22.75, 22.5], [22.75, 13.5], [24, 9.0], [24, 21.0], [28.0, 21.0], [41.0, 15.0], [32.5, 6.0], [26, 6.0], (0, 0)]",9,R6
291,275,"[(0, 0), [15.25, 10.5], [47.5, 9.0], [44.25, 15.0], [45.5, 16.5], [42.25, 18.0], [41.0, 13.5], [35.75, 21.0], [35.75, 13.5], [32.5, 9.0], [22.75, 12.0], (0, 0)]",9,R6
292,220,"[(0, 0), [20.75, 10.5], [22.75, 12.0], [24, 9.0], [24, 12.0], [24, 13.5], [24, 16.5], [26, 15.0], [35.75, 13.5], [42.25, 12.0], (0, 0)]",9,R6
293,226,"[(0, 0), [20.75, 9.0], [20.75, 22.5], [22.75, 18.0], [22.75, 13.5], [24, 15.0], [24, 6.0], [26, 12.0], [41.0, 10.5], [44.25, 12.0], (0, 0)]",9,R6
294,250,"[(0, 0), [15.25, 12.0], [24, 15.0], [24, 16.5], [34.5, 16.5], [41.0, 18.0], [48.75, 16.5], [47.5, 22.5], [39.0, 9.0], [28.0, 6.0], [20.75, 10.5], (0, 0)]",9,R6
295,198,"[(0, 0), [24, 6.0], [24, 10.5], [24, 21.0], [20.75, 18.0], [26, 21.0], [41.0, 15.0], [32.5, 12.0], [29.25, 10.5], (0, 0)]",9,R6
296,260,"[(0, 0), [15.25, 10.5], [19.5, 9.0], [19.5, 18.0], [44.25, 12.0], [44.25, 9.0], [44.25, 6.0], [41.0, 10.5], [29.25, 12.0], [28.0, 16.5], [26, 16.5], [24, 19.5], [24, 10.5], (0, 0)]",9,R6
297,244,"[(0, 0), [15.25, 10.5], [20.75, 6.0], [20.75, 9.0], [20.75, 12.0], [20.75, 22.5], [24, 16.5], [24, 13.5], [24, 10.5], [45.5, 15.0], [42.25, 16.5], [32.5, 15.0], [22.75, 21.0], [22.75, 12.0], (0, 0)]",9,R6
298,56,"[(0, 0), [19.5, 9.0], (0, 0)]",9,R6
299,193,"[(0, 0), [20.75, 12.0], [24, 21.0], [34.5, 15.0], [45.5, 22.5], [26, 16.5], [26, 15.0], [26, 10.5], [22.75, 12.0], (0, 0)]",9,R6
300,256,"[(0, 0), [20.75, 9.0], [20.75, 10.5], [20.75, 12.0], [24, 9.0], [26, 16.5], [28.0, 15.0], [28.0, 16.5], [44.25, 21.0], [48.75, 10.5], [42.25, 16.5], [41.0, 15.0], [41.0, 10.5], (0, 0)]",9,R6
301,252,"[(0, 0), [20.75, 10.5], [20.75, 12.0], [20.75, 22.5], [22.75, 13.5], [24, 9.0], [28.0, 22.5], [28.0, 16.5], [34.5, 12.0], [34.5, 9.0], [44.25, 9.0], [48.75, 12.0], (0, 0)]",9,R6
302,221,"[(0, 0), [20.75, 12.0], [20.75, 22.5], [19.5, 21.0], [19.5, 18.0], [22.75, 15.0], [22.75, 13.5], [24, 18.0], [26, 13.5], [41.0, 15.0], [34.5, 9.0], (0, 0)]",9,R6
303,219,"[(0, 0), [22.75, 13.5], [19.5, 21.0], [24, 13.5], [24, 21.0], [28.0, 16.5], [32.5, 21.0], [37.75, 21.0], [47.5, 22.5], [48.75, 6.0], (0, 0)]",9,R6
304,222,"[(0, 0), [19.5, 9.0], [20.75, 10.5], [20.75, 12.0], [20.75, 18.0], [22.75, 13.5], [22.75, 10.5], [22.75, 16.5], [26, 15.0], [45.5, 16.5], [39.0, 9.0], (0, 0)]",9,R6
305,286,"[(0, 0), [20.75, 6.0], [22.75, 6.0], [22.75, 12.0], [22.75, 13.5], [19.5, 18.0], [24, 15.0], [24, 13.5], [24, 21.0], [28.0, 15.0], [35.75, 13.5], [37.75, 13.5], [44.25, 12.0], [50.75, 9.0], (0, 0)]",9,R6
306,216,"[(0, 0), [20.75, 12.0], [24, 9.0], [24, 10.5], [24, 12.0], [52.0, 13.5], [41.0, 15.0], [22.75, 13.5], [22.75, 12.0], (0, 0)]",9,R6
307,239,"[(0, 0), [20.75, 6.0], [20.75, 10.5], [20.75, 22.5], [22.75, 13.5], [24, 13.5], [37.75, 13.5], [37.75, 21.0], [41.0, 15.0], [52.0, 13.5], (0, 0)]",9,R6
308,68,"[(0, 0), [22.75, 12.0], (0, 0)]",9,R6
309,235,"[(0, 0), [15.25, 10.5], [20.75, 10.5], [22.75, 12.0], [22.75, 16.5], [24, 13.5], [42.25, 15.0], [41.0, 15.0], [26, 10.5], (0, 0)]",9,R6
310,248,"[(0, 0), [15.25, 10.5], [19.5, 9.0], [20.75, 12.0], [24, 6.0], [24, 9.0], [42.25, 9.0], [29.25, 13.5], [26, 15.0], [22.75, 13.5], [22.75, 12.0], (0, 0)]",9,R6
311,260,"[(0, 0), [20.75, 6.0], [20.75, 12.0], [22.75, 12.0], [24, 9.0], [24, 13.5], [24, 16.5], [24, 18.0], [28.0, 22.5], [31.25, 10.5], [41.0, 10.5], [41.0, 19.5], [45.5, 10.5], [42.25, 10.5], (0, 0)]",9,R6
312,146,"[(0, 0), [24, 6.0], [24, 9.0], [37.75, 18.0], [20.75, 22.5], [22.75, 15.0], [22.75, 13.5], (0, 0)]",9,R7
313,314,"[(0, 0), [20.75, 12.0], [22.75, 13.5], [22.75, 10.5], [24, 10.5], [26, 6.0], [26, 15.0], [29.25, 13.5], [52.0, 13.5], [50.75, 9.0], [41.0, 9.0], [37.75, 12.0], [32.5, 6.0], (0, 0)]",9,R7
314,224,"[(0, 0), [22.75, 12.0], [22.75, 13.5], [22.75, 10.5], [24, 9.0], [24, 13.5], [24, 16.5], [24, 21.0], [37.75, 13.5], [41.0, 15.0], [42.25, 15.0], [44.25, 12.0], (0, 0)]",9,R7
315,227,"[(0, 0), [15.25, 12.0], [24, 9.0], [24, 13.5], [24, 16.5], [24, 19.5], [39.0, 15.0], [47.5, 22.5], [26, 16.5], [26, 15.0], [22.75, 16.5], [20.75, 22.5], [20.75, 16.5], [20.75, 10.5], (0, 0)]",9,R7
316,194,"[(0, 0), [24, 10.5], [42.25, 12.0], [41.0, 19.5], [37.75, 13.5], [20.75, 22.5], [22.75, 18.0], [22.75, 13.5], [22.75, 12.0], [22.75, 6.0], (0, 0)]",9,R7
317,156,"[(0, 0), [20.75, 9.0], [20.75, 18.0], [45.5, 16.5], [22.75, 13.5], (0, 0)]",9,R7
318,194,"[(0, 0), [26, 6.0], [44.25, 9.0], [44.25, 21.0], [41.0, 15.0], [37.75, 18.0], [20.75, 22.5], [24, 21.0], [24, 9.0], (0, 0)]",9,R7
319,221,"[(0, 0), [24, 6.0], [24, 13.5], [22.75, 13.5], [28.0, 16.5], [44.25, 21.0], [48.75, 12.0], [41.0, 13.5], [41.0, 10.5], (0, 0)]",9,R7
320,230,"[(0, 0), [22.75, 12.0], [22.75, 22.5], [32.5, 12.0], [32.5, 21.0], [41.0, 15.0], [42.25, 9.0], [31.25, 12.0], [26, 6.0], [24, 9.0], (0, 0)]",9,R7
321,269,"[(0, 0), [20.75, 6.0], [20.75, 10.5], [26, 6.0], [28.0, 6.0], [28.0, 15.0], [35.75, 21.0], [39.0, 12.0], [45.5, 16.5], [24, 15.0], [24, 12.0], [22.75, 16.5], [22.75, 15.0], [22.75, 13.5], [19.5, 13.5], (0, 0)]",9,R7
322,251,"[(0, 0), [15.25, 10.5], [19.5, 12.0], [20.75, 18.0], [22.75, 13.5], [22.75, 15.0], [42.25, 15.0], [39.0, 9.0], [32.5, 12.0], [32.5, 6.0], [24, 10.5], (0, 0)]",9,R7
323,227,"[(0, 0), [22.75, 12.0], [22.75, 21.0], [15.25, 21.0], [41.0, 15.0], [42.25, 13.5], [42.25, 10.5], [42.25, 15.0], [44.25, 21.0], [50.75, 9.0], (0, 0)]",9,R7
324,180,"[(0, 0), [20.75, 6.0], [41.0, 13.5], [37.75, 13.5], [26, 21.0], [24, 21.0], [22.75, 9.0], (0, 0)]",9,R7
325,156,"[(0, 0), [20.75, 6.0], [22.75, 19.5], [44.25, 21.0], [31.25, 9.0], (0, 0)]",9,R7
326,244,"[(0, 0), [22.75, 6.0], [24, 10.5], [24, 18.0], [44.25, 16.5], [44.25, 10.5], [50.75, 12.0], [47.5, 21.0], [37.75, 16.5], [19.5, 21.0], [20.75, 12.0], (0, 0)]",9,R7
327,274,"[(0, 0), [20.75, 9.0], [20.75, 12.0], [19.5, 21.0], [22.75, 13.5], [22.75, 12.0], [24, 13.5], [24, 10.5], [26, 6.0], [26, 15.0], [48.75, 21.0], [48.75, 22.5], [44.25, 16.5], [32.5, 21.0], [32.5, 13.5], [34.5, 9.0], (0, 0)]",9,R7
328,140,"[(0, 0), [20.75, 12.0], [45.5, 19.5], (0, 0)]",9,R7
329,197,"[(0, 0), [15.25, 9.0], [20.75, 9.0], [20.75, 12.0], [19.5, 21.0], [35.75, 15.0], [39.0, 9.0], [42.25, 9.0], (0, 0)]",9,R7
330,253,"[(0, 0), [19.5, 12.0], [20.75, 12.0], [24, 9.0], [34.5, 12.0], [44.25, 21.0], [44.25, 10.5], [44.25, 6.0], [41.0, 10.5], [41.0, 15.0], [32.5, 22.5], [22.75, 13.5], [22.75, 12.0], (0, 0)]",9,R7
331,262,"[(0, 0), [20.75, 12.0], [39.0, 9.0], [48.75, 12.0], [52.0, 13.5], [37.75, 18.0], [29.25, 13.5], [24, 19.5], [22.75, 16.5], [22.75, 15.0], [22.75, 6.0], (0, 0)]",9,R7
332,127,"[(0, 0), [24, 10.5], [39.0, 15.0], (0, 0)]",9,R7
333,181,"[(0, 0), [20.75, 9.0], [19.5, 21.0], [26, 21.0], [34.5, 15.0], [44.25, 21.0], [35.75, 16.5], [35.75, 15.0], [35.75, 13.5], (0, 0)]",9,R7
334,347,"[(0, 0), [15.25, 10.5], [15.25, 6.0], [26, 6.0], [28.0, 9.0], [29.25, 6.0], [32.5, 9.0], [32.5, 18.0], [35.75, 19.5], [41.0, 15.0], [45.5, 15.0], [37.75, 9.0], [34.5, 15.0], [24, 13.5], [24, 12.0], [22.75, 16.5], [19.5, 21.0], [20.75, 22.5], [20.75, 12.0], (0, 0)]",9,R7
335,299,"[(0, 0), [15.25, 6.0], [15.25, 10.5], [19.5, 9.0], [19.5, 21.0], [20.75, 22.5], [22.75, 12.0], [24, 12.0], [26, 16.5], [32.5, 18.0], [34.5, 12.0], [44.25, 6.0], [44.25, 16.5], [48.75, 12.0], (0, 0)]",9,R7
336,278,"[(0, 0), [15.25, 10.5], [19.5, 21.0], [24, 18.0], [24, 19.5], [28.0, 15.0], [34.5, 12.0], [41.0, 16.5], [52.0, 10.5], [52.0, 6.0], [26, 6.0], [24, 6.0], [20.75, 10.5], [20.75, 9.0], (0, 0)]",9,R7
337,80,"[(0, 0), [19.5, 21.0], (0, 0)]",9,R7
338,250,"[(0, 0), [19.5, 9.0], [19.5, 21.0], [22.75, 13.5], [22.75, 12.0], [26, 12.0], [28.0, 13.5], [32.5, 19.5], [37.75, 21.0], [41.0, 10.5], [47.5, 9.0], (0, 0)]",9,R7
339,90,"[(0, 0), [24, 21.0], (0, 0)]",9,R7
340,272,"[(0, 0), [20.75, 12.0], [19.5, 18.0], [19.5, 21.0], [22.75, 15.0], [24, 16.5], [26, 15.0], [44.25, 19.5], [45.5, 22.5], [47.5, 22.5], [37.75, 13.5], [39.0, 9.0], [32.5, 9.0], (0, 0)]",9,R7
341,233,"[(0, 0), [20.75, 12.0], [26, 6.0], [26, 18.0], [24, 18.0], [24, 21.0], [41.0, 15.0], [48.75, 12.0], [44.25, 19.5], [44.25, 10.5], (0, 0)]",9,R7
342,248,"[(0, 0), [20.75, 10.5], [29.25, 10.5], [35.75, 13.5], [42.25, 16.5], [44.25, 18.0], [47.5, 16.5], [47.5, 18.0], [26, 21.0], [22.75, 21.0], [24, 16.5], [24, 13.5], (0, 0)]",9,R7
343,324,"[(0, 0), [15.25, 10.5], [20.75, 10.5], [20.75, 12.0], [19.5, 15.0], [19.5, 21.0], [44.25, 21.0], [52.0, 12.0], [47.5, 21.0], [45.5, 21.0], [45.5, 10.5], [41.0, 10.5], [32.5, 6.0], [26, 6.0], [24, 10.5], [24, 9.0], [22.75, 13.5], [22.75, 6.0], (0, 0)]",9,R7
344,92,"[(0, 0), [32.5, 13.5], (0, 0)]",9,R7
345,82,"[(0, 0), [28.0, 13.5], (0, 0)]",9,R7
346,250,"[(0, 0), [22.75, 9.0], [22.75, 18.0], [19.5, 21.0], [28.0, 15.0], [42.25, 16.5], [48.75, 12.0], [50.75, 9.0], [24, 6.0], [20.75, 10.5], (0, 0)]",9,R7
347,276,"[(0, 0), [20.75, 10.5], [39.0, 9.0], [42.25, 12.0], [45.5, 15.0], [47.5, 21.0], [44.25, 22.5], [41.0, 22.5], [34.5, 18.0], [32.5, 15.0], [24, 13.5], [22.75, 13.5], (0, 0)]",9,R7
348,215,"[(0, 0), [20.75, 13.5], [22.75, 18.0], [22.75, 13.5], [37.75, 13.5], [41.0, 15.0], [44.25, 18.0], [44.25, 21.0], [24, 21.0], [24, 15.0], [24, 10.5], [24, 6.0], (0, 0)]",9,R7
349,72,"[(0, 0), [22.75, 13.5], (0, 0)]",9,R7
350,247,"[(0, 0), [22.75, 12.0], [22.75, 13.5], [22.75, 16.5], [24, 12.0], [26, 22.5], [26, 15.0], [41.0, 13.5], [44.25, 16.5], [47.5, 9.0], [35.75, 10.5], (0, 0)]",9,R7
351,251,"[(0, 0), [20.75, 12.0], [22.75, 13.5], [24, 19.5], [26, 21.0], [29.25, 13.5], [41.0, 15.0], [42.25, 12.0], [37.75, 6.0], [28.0, 6.0], [24, 6.0], (0, 0)]",9,R7
352,261,"[(0, 0), [20.75, 9.0], [22.75, 13.5], [19.5, 21.0], [37.75, 19.5], [47.5, 10.5], [47.5, 16.5], [45.5, 19.5], [44.25, 18.0], [44.25, 10.5], [41.0, 10.5], [35.75, 9.0], (0, 0)]",9,R7
353,121,"[(0, 0), [34.5, 16.5], [35.75, 19.5], (0, 0)]",9,R7
354,224,"[(0, 0), [20.75, 10.5], [28.0, 6.0], [44.25, 6.0], [44.25, 16.5], [42.25, 15.0], [41.0, 15.0], [19.5, 19.5], [19.5, 21.0], [22.75, 16.5], [22.75, 12.0], (0, 0)]",9,R7
355,244,"[(0, 0), [22.75, 13.5], [24, 15.0], [26, 16.5], [26, 18.0], [28.0, 16.5], [39.0, 19.5], [41.0, 18.0], [42.25, 16.5], [45.5, 13.5], [37.75, 6.0], (0, 0)]",9,R7
356,232,"[(0, 0), [24, 6.0], [24, 16.5], [34.5, 16.5], [37.75, 15.0], [47.5, 22.5], [45.5, 19.5], [45.5, 15.0], [45.5, 6.0], [22.75, 12.0], [22.75, 13.5], [20.75, 12.0], (0, 0)]",9,R7
357,235,"[(0, 0), [24, 6.0], [24, 12.0], [24, 9.0], [26, 6.0], [26, 15.0], [48.75, 22.5], [41.0, 15.0], [35.75, 16.5], [31.25, 12.0], [22.75, 12.0], (0, 0)]",9,R7
358,234,"[(0, 0), [20.75, 10.5], [24, 6.0], [26, 10.5], [41.0, 10.5], [41.0, 15.0], [44.25, 12.0], [44.25, 21.0], [45.5, 16.5], [22.75, 15.0], (0, 0)]",9,R7
359,289,"[(0, 0), [20.75, 12.0], [22.75, 13.5], [22.75, 19.5], [24, 16.5], [34.5, 19.5], [41.0, 15.0], [52.0, 13.5], [45.5, 12.0], [29.25, 12.0], [26, 10.5], (0, 0)]",9,R7
360,232,"[(0, 0), [24, 6.0], [47.5, 10.5], [45.5, 13.5], [42.25, 15.0], [29.25, 18.0], [26, 13.5], [20.75, 13.5], [20.75, 12.0], [20.75, 10.5], (0, 0)]",9,R7
361,220,"[(0, 0), [15.25, 10.5], [19.5, 9.0], [20.75, 12.0], [22.75, 13.5], [24, 18.0], [26, 16.5], [41.0, 18.0], [41.0, 13.5], (0, 0)]",9,R7
362,247,"[(0, 0), [19.5, 21.0], [24, 21.0], [34.5, 12.0], [37.75, 21.0], [44.25, 12.0], [45.5, 10.5], [42.25, 9.0], [37.75, 6.0], [31.25, 9.0], (0, 0)]",9,R7
363,323,"[(0, 0), [15.25, 10.5], [50.75, 10.5], [44.25, 12.0], [44.25, 16.5], [37.75, 12.0], [35.75, 13.5], [32.5, 21.0], [32.5, 22.5], [28.0, 16.5], [28.0, 10.5], [24, 9.0], [22.75, 12.0], [19.5, 21.0], [20.75, 12.0], (0, 0)]",9,R7
364,74,"[(0, 0), [22.75, 15.0], (0, 0)]",9,R7
365,102,"[(0, 0), [42.25, 9.0], (0, 0)]",9,R7
366,287,"[(0, 0), [20.75, 10.5], [20.75, 12.0], [22.75, 15.0], [22.75, 12.0], [22.75, 10.5], [24, 9.0], [24, 18.0], [34.5, 16.5], [52.0, 13.5], [48.75, 16.5], [45.5, 16.5], [44.25, 18.0], [41.0, 18.0], [41.0, 10.5], (0, 0)]",9,R7
367,130,"[(0, 0), [24, 9.0], [47.5, 9.0], (0, 0)]",9,R7
368,280,"[(0, 0), [15.25, 10.5], [20.75, 6.0], [20.75, 10.5], [20.75, 13.5], [24, 9.0], [26, 6.0], [34.5, 12.0], [35.75, 16.5], [39.0, 12.0], [41.0, 10.5], [50.75, 9.0], (0, 0)]",9,R7
369,110,"[(0, 0), [32.5, 22.5], (0, 0)]",9,R7
370,248,"[(0, 0), [24, 9.0], [26, 12.0], [19.5, 21.0], [22.75, 18.0], [45.5, 19.5], [48.75, 12.0], [47.5, 10.5], [39.0, 9.0], (0, 0)]",9,R7
371,280,"[(0, 0), [19.5, 9.0], [19.5, 21.0], [28.0, 15.0], [34.5, 13.5], [44.25, 19.5], [44.25, 21.0], [52.0, 13.5], [45.5, 22.5], [45.5, 10.5], [42.25, 9.0], [32.5, 9.0], [31.25, 9.0], (0, 0)]",9,R7
372,195,"[(0, 0), [15.25, 10.5], [19.5, 21.0], [22.75, 19.5], [22.75, 18.0], [22.75, 15.0], [24, 21.0], [26, 16.5], [39.0, 10.5], [39.0, 9.0], [28.0, 9.0], (0, 0)]",9,R7
373,294,"[(0, 0), [20.75, 12.0], [20.75, 9.0], [28.0, 10.5], [28.0, 15.0], [42.25, 10.5], [44.25, 9.0], [45.5, 15.0], [41.0, 15.0], [26, 15.0], [22.75, 12.0], [22.75, 15.0], [19.5, 21.0], [19.5, 9.0], (0, 0)]",9,R7
374,266,"[(0, 0), [22.75, 6.0], [32.5, 6.0], [50.75, 9.0], [42.25, 12.0], [44.25, 21.0], [41.0, 16.5], [28.0, 16.5], [26, 16.5], [24, 18.0], [20.75, 18.0], (0, 0)]",9,R7
375,222,"[(0, 0), [26, 12.0], [48.75, 6.0], [34.5, 10.5], [35.75, 21.0], [24, 16.5], [19.5, 21.0], [22.75, 15.0], (0, 0)]",9,R7
376,227,"[(0, 0), [20.75, 12.0], [22.75, 13.5], [24, 19.5], [24, 18.0], [24, 9.0], [26, 12.0], [26, 6.0], [42.25, 10.5], [45.5, 10.5], (0, 0)]",9,R7
377,237,"[(0, 0), [24, 6.0], [24, 9.0], [24, 18.0], [20.75, 18.0], [26, 10.5], [37.75, 13.5], [42.25, 15.0], [50.75, 9.0], (0, 0)]",9,R7
378,169,"[(0, 0), [22.75, 6.0], [22.75, 12.0], [19.5, 18.0], [19.5, 21.0], [32.5, 19.5], [37.75, 21.0], [28.0, 21.0], [24, 13.5], (0, 0)]",9,R7
379,261,"[(0, 0), [19.5, 6.0], [20.75, 10.5], [20.75, 12.0], [22.75, 15.0], [22.75, 12.0], [26, 10.5], [39.0, 9.0], [41.0, 13.5], [44.25, 10.5], [44.25, 22.5], [24, 18.0], [24, 13.5], [24, 9.0], [24, 6.0], (0, 0)]",9,R7
380,207,"[(0, 0), [24, 6.0], [42.25, 12.0], [42.25, 18.0], [44.25, 22.5], [35.75, 22.5], [35.75, 21.0], [35.75, 19.5], [35.75, 13.5], [28.0, 13.5], [19.5, 21.0], [20.75, 10.5], [20.75, 9.0], (0, 0)]",9,R7
381,149,"[(0, 0), [19.5, 21.0], [24, 19.5], [32.5, 18.0], [35.75, 22.5], [34.5, 15.0], [34.5, 6.0], (0, 0)]",9,R7
382,222,"[(0, 0), [20.75, 9.0], [19.5, 21.0], [26, 13.5], [45.5, 19.5], [44.25, 22.5], [44.25, 10.5], [44.25, 9.0], [47.5, 6.0], [35.75, 10.5], (0, 0)]",9,R7
383,293,"[(0, 0), [22.75, 6.0], [22.75, 13.5], [22.75, 15.0], [19.5, 21.0], [24, 21.0], [32.5, 21.0], [35.75, 13.5], [45.5, 15.0], [45.5, 22.5], [47.5, 21.0], [52.0, 12.0], [44.25, 21.0], [44.25, 10.5], [42.25, 9.0], [37.75, 10.5], (0, 0)]",9,R7
384,201,"[(0, 0), [22.75, 15.0], [20.75, 18.0], [19.5, 21.0], [39.0, 18.0], [39.0, 19.5], [44.25, 22.5], [47.5, 9.0], [32.5, 6.0], (0, 0)]",9,R7
385,214,"[(0, 0), [20.75, 9.0], [24, 12.0], [19.5, 21.0], [32.5, 19.5], [34.5, 15.0], [34.5, 21.0], [45.5, 19.5], [44.25, 9.0], (0, 0)]",9,R7
386,116,"[(0, 0), [35.75, 22.5], (0, 0)]",9,R7
387,240,"[(0, 0), [24, 10.5], [47.5, 9.0], [47.5, 10.5], [48.75, 12.0], [32.5, 19.5], [26, 22.5], [26, 10.5], [19.5, 21.0], [22.75, 13.5], (0, 0)]",9,R8
388,80,"[(0, 0), [19.5, 21.0], (0, 0)]",9,R8
389,215,"[(0, 0), [26, 6.0], [31.25, 10.5], [35.75, 10.5], [35.75, 13.5], [35.75, 21.0], [47.5, 15.0], [47.5, 13.5], [44.25, 18.0], [34.5, 22.5], [19.5, 21.0], (0, 0)]",9,R8
390,231,"[(0, 0), [22.75, 12.0], [19.5, 21.0], [24, 16.5], [28.0, 21.0], [32.5, 21.0], [32.5, 22.5], [35.75, 12.0], [45.5, 10.5], [47.5, 10.5], (0, 0)]",9,R8
391,243,"[(0, 0), [24, 12.0], [20.75, 16.5], [22.75, 13.5], [22.75, 15.0], [22.75, 16.5], [32.5, 19.5], [44.25, 13.5], [47.5, 22.5], [39.0, 16.5], [39.0, 9.0], [31.25, 9.0], (0, 0)]",9,R8
392,221,"[(0, 0), [15.25, 6.0], [20.75, 6.0], [47.5, 12.0], [45.5, 10.5], [35.75, 9.0], [35.75, 12.0], [32.5, 19.5], [22.75, 21.0], [22.75, 12.0], [22.75, 6.0], (0, 0)]",9,R8
393,267,"[(0, 0), [20.75, 12.0], [19.5, 21.0], [22.75, 13.5], [45.5, 22.5], [48.75, 16.5], [47.5, 16.5], [42.25, 15.0], [32.5, 21.0], [32.5, 18.0], [28.0, 18.0], [26, 22.5], [24, 13.5], (0, 0)]",9,R8
394,264,"[(0, 0), [20.75, 12.0], [19.5, 21.0], [15.25, 21.0], [22.75, 12.0], [34.5, 12.0], [34.5, 15.0], [37.75, 13.5], [37.75, 6.0], [45.5, 10.5], [48.75, 12.0], (0, 0)]",9,R8
395,86,"[(0, 0), [22.75, 21.0], (0, 0)]",9,R8
396,315,"[(0, 0), [15.25, 10.5], [20.75, 10.5], [19.5, 21.0], [24, 13.5], [24, 21.0], [32.5, 18.0], [45.5, 19.5], [47.5, 12.0], [48.75, 10.5], [44.25, 12.0], [41.0, 21.0], [41.0, 13.5], [39.0, 12.0], (0, 0)]",9,R8
397,226,"[(0, 0), [22.75, 9.0], [24, 12.0], [24, 13.5], [19.5, 21.0], [26, 18.0], [34.5, 15.0], [39.0, 9.0], [47.5, 9.0], (0, 0)]",9,R8
398,241,"[(0, 0), [22.75, 15.0], [22.75, 19.5], [19.5, 21.0], [20.75, 21.0], [24, 16.5], [31.25, 21.0], [44.25, 19.5], [44.25, 9.0], [47.5, 6.0], [50.75, 9.0], [41.0, 9.0], (0, 0)]",9,R8
399,111,"[(0, 0), [19.5, 18.0], [31.25, 9.0], (0, 0)]",9,R8
400,58,"[(0, 0), [20.75, 9.0], (0, 0)]",9,R8
401,226,"[(0, 0), [22.75, 9.0], [28.0, 21.0], [31.25, 22.5], [48.75, 19.5], [48.75, 21.0], [47.5, 22.5], [47.5, 10.5], [47.5, 9.0], [52.0, 6.0], [41.0, 10.5], [39.0, 9.0], (0, 0)]",9,R8
402,256,"[(0, 0), [24, 9.0], [52.0, 9.0], [42.25, 16.5], [41.0, 21.0], [41.0, 15.0], [37.75, 21.0], [28.0, 13.5], [26, 15.0], [26, 22.5], [22.75, 12.0], (0, 0)]",9,R8
403,314,"[(0, 0), [20.75, 6.0], [20.75, 16.5], [24, 16.5], [28.0, 15.0], [37.75, 15.0], [42.25, 18.0], [44.25, 21.0], [52.0, 12.0], [39.0, 12.0], [34.5, 12.0], [22.75, 10.5], [19.5, 9.0], (0, 0)]",9,R8
